SSA,SSA-ids,USA,VP,asr,asr-conf,asr-dist,asr-time,attempt,avg-asr-conf,avg-asr-dist,avg-length,barge-in,count-SSA-ASKCONFIRM,count-SSA-ASKFORINFO,count-SSA-CONFIRM,count-SSA-DETAILS,count-SSA-INFO,count-SSA-NAV,count-SSA-SORRY,count-SSA-WELCOME,count-barge-in,count-words-sum,count-words-system,count-words-user,end,label,length,rating,rating-1,rating-backup,rating-avgLinear,rating-closest,rating-closestAfter,rating-complete,rating-latest,rating-latestInTurn,speakers,start,task,text-system,text-user,turn,words-sum,words-system,words-user,rating-closestAfterOrLatest,pc-1-1,pc-2-1,pc-2-2,pc-3-1,pc-3-2,pc-3-3,pc-4-1,pc-4-2,pc-4-3,pc-4-4,pc-5-1,pc-5-2,pc-5-3,pc-5-4,pc-5-5,pc-6-1,pc-6-2,pc-6-3,pc-6-4,pc-6-5,pc-6-6,pc-7-1,pc-7-2,pc-7-3,pc-7-4,pc-7-5,pc-7-6,pc-7-7,pc-8-1,pc-8-2,pc-8-3,pc-8-4,pc-8-5,pc-8-6,pc-8-7,pc-8-8,pc-9-1,pc-9-2,pc-9-3,pc-9-4,pc-9-5,pc-9-6,pc-9-7,pc-9-8,pc-9-9,SSA-ASKCONFIRM,SSA-ASKFORINFO,SSA-DETAILS,SSA-INFO,SSA-NAV,SSA-SORRY,SSA-WELCOME
,0,0,2,,0,-1,,1,,,16375,0,1,4,0,1,3,1,0,1,0,251,251,0,140,231,8,,,4,,,,,4,,s,132,3,Vielen Dank. Die gewünschte Änderung wird in Kürze für Sie durchgeführt.,,231,11,11,0,4,-0.3270970372,-0.3270970372,0.6728048256,-0.3270970372,0.6728048256,1.2345302339,-0.3270970372,0.6728048256,1.2345302339,0.8359499842,-0.3270970372,0.6728048256,1.2345302339,0.8359499842,0.6229133312,-0.3270970372,0.6728048256,1.2345302339,0.8359499842,0.6229133312,0.2318119508,-0.3270970372,0.6728048256,1.2345302339,0.8359499842,0.6229133312,0.2318119508,0.1158479023,-0.3270970372,0.6728048256,1.2345302339,0.8359499842,0.6229133312,0.2318119508,0.1158479023,0.5601428675,-0.3270970372,0.6728048256,1.2345302339,0.8359499842,0.6229133312,0.2318119508,0.1158479023,0.5601428675,-0.1268974668,0,0,0,0,0,0,0
,0,1,2,was ist mein aktuellen tarif,61,2,29,1,61,2,16.3,0,1,4,0,1,3,1,0,1,0,256,251,5,28,231,1,,,3,,,,,,,u,27,3,,Was ist mein aktueller Tarif?,231,5,0,5,3,2.0970038731,2.0970038731,-0.9132452573,2.0970038731,-0.9132452573,0.8949587102,2.0970038731,-0.9132452573,0.8949587102,0.9554768947,2.0970038731,-0.9132452573,0.8949587102,0.9554768947,1.5372054019,2.0970038731,-0.9132452573,0.8949587102,0.9554768947,1.5372054019,-0.0991850108,2.0970038731,-0.9132452573,0.8949587102,0.9554768947,1.5372054019,-0.0991850108,-0.524924623,2.0970038731,-0.9132452573,0.8949587102,0.9554768947,1.5372054019,-0.0991850108,-0.524924623,-0.835917344,2.0970038731,-0.9132452573,0.8949587102,0.9554768947,1.5372054019,-0.0991850108,-0.524924623,-0.835917344,0.0960144487,0,0,0,0,0,0,0
,0,1,2,option,77,0,50,1,69,1,14.9090909091,0,1,4,0,1,3,1,0,1,0,257,251,6,49,231,1,,,3,,,,,,,u,48,3,,Option.,231,1,0,1,3,1.4084122735,1.4084122735,-0.134876678,1.4084122735,-0.134876678,1.0467018589,1.4084122735,-0.134876678,1.0467018589,0.7117838449,1.4084122735,-0.134876678,1.0467018589,0.7117838449,1.3276100068,1.4084122735,-0.134876678,1.0467018589,0.7117838449,1.3276100068,0.2654842125,1.4084122735,-0.134876678,1.0467018589,0.7117838449,1.3276100068,0.2654842125,1.2598226411,1.4084122735,-0.134876678,1.0467018589,0.7117838449,1.3276100068,0.2654842125,1.2598226411,-0.7240380973,1.4084122735,-0.134876678,1.0467018589,0.7117838449,1.3276100068,0.2654842125,1.2598226411,-0.7240380973,0.0161044294,0,0,0,0,0,0,0
,0,1,2,xtra weekend,67,0,70,1,68.3333333333,0.6666666667,13.75,1,1,4,0,1,3,1,0,1,1,262,254,8,68,231,1,,,3,,,,,,,s u,67,3,und die e-,Xtra Weekend.,231,5,3,2,3,2.2025863354,2.2025863354,-0.2519430064,2.2025863354,-0.2519430064,0.3634176855,2.2025863354,-0.2519430064,0.3634176855,1.0273392141,2.2025863354,-0.2519430064,0.3634176855,1.0273392141,-0.1549561572,2.2025863354,-0.2519430064,0.3634176855,1.0273392141,-0.1549561572,2.4587566178,2.2025863354,-0.2519430064,0.3634176855,1.0273392141,-0.1549561572,2.4587566178,0.4518275722,2.2025863354,-0.2519430064,0.3634176855,1.0273392141,-0.1549561572,2.4587566178,0.4518275722,-0.4512415266,2.2025863354,-0.2519430064,0.3634176855,1.0273392141,-0.1549561572,2.4587566178,0.4518275722,-0.4512415266,0.0448531965,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,68.3333333333,0.6666666667,12.8461538462,0,1,4,0,1,3,1,0,1,1,266,254,12,90,231,2,,,3,,,,,,,u,88,3,,Ist Xtra Weekend aktiviert?,231,4,0,4,3,0.8385149401,0.8385149401,0.1725789437,0.8385149401,0.1725789437,1.3966188739,0.8385149401,0.1725789437,1.3966188739,0.6977040526,0.8385149401,0.1725789437,1.3966188739,0.6977040526,1.0573501202,0.8385149401,0.1725789437,1.3966188739,0.6977040526,1.0573501202,0.0588185422,0.8385149401,0.1725789437,1.3966188739,0.6977040526,1.0573501202,0.0588185422,-1.4013343848,0.8385149401,0.1725789437,1.3966188739,0.6977040526,1.0573501202,0.0588185422,-1.4013343848,0.0166237149,0.8385149401,0.1725789437,1.3966188739,0.6977040526,1.0573501202,0.0588185422,-1.4013343848,0.0166237149,0.0137417726,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,68.3333333333,0.6666666667,12.1428571429,0,1,4,0,1,3,1,0,1,1,270,254,16,104,231,3,,,3,,,,,,,u,101,3,,Möchte Xtra Weekend abbestellen.,231,4,0,4,3,0.7927945076,0.7927945076,0.2154957072,0.7927945076,0.2154957072,1.3544746633,0.7927945076,0.2154957072,1.3544746633,0.7684826897,0.7927945076,0.2154957072,1.3544746633,0.7684826897,0.9892908952,0.7927945076,0.2154957072,1.3544746633,0.7684826897,0.9892908952,0.0193311071,0.7927945076,0.2154957072,1.3544746633,0.7684826897,0.9892908952,0.0193311071,-1.4113446414,0.7927945076,0.2154957072,1.3544746633,0.7684826897,0.9892908952,0.0193311071,-1.4113446414,-0.0183390099,0.7927945076,0.2154957072,1.3544746633,0.7684826897,0.9892908952,0.0193311071,-1.4113446414,-0.0183390099,-0.037245376,0,0,0,0,0,0,0
,0,3,2,richtig,66,8,133,1,67.75,2.5,11.4,0,1,4,0,1,3,1,0,1,1,273,254,19,132,231,1,,,4,,4,,4,4,,u,131,3,,Das ist richtig.,231,3,0,3,4,2.1783294883,2.1783294883,-0.912686143,2.1783294883,-0.912686143,0.2108679391,2.1783294883,-0.912686143,0.2108679391,1.8774196664,2.1783294883,-0.912686143,0.2108679391,1.8774196664,0.9264534749,2.1783294883,-0.912686143,0.2108679391,1.8774196664,0.9264534749,-0.816170725,2.1783294883,-0.912686143,0.2108679391,1.8774196664,0.9264534749,-0.816170725,0.4984761606,2.1783294883,-0.912686143,0.2108679391,1.8774196664,0.9264534749,-0.816170725,0.4984761606,0.1990021023,2.1783294883,-0.912686143,0.2108679391,1.8774196664,0.9264534749,-0.816170725,0.4984761606,0.1990021023,0.0552882844,0,0,0,0,0,0,0
ASKFORINFO WELCOME NAV,1,0,2,,0,-1,,1,,,25,0,0,1,0,0,0,1,0,1,0,53,53,0,25,241,25,,,3,,,,,,,s,0,4,#NS Herzlich Willkommen beim Kundenservice der Telekom. Schön dass Sie unser Kunde sind. Dieser Anruf ist kostenfrei. Sie können bei mir wie bei einem Kundenberater Ihre Tarifeinstellungen ändern und sich informieren. Sie steuern mich indem Sie mit mir sprechen. Wenn Sie wollen unterbrechen Sie mich einfach. Bitte nennen Sie mir jetzt Ihr Anliegen.,,241,53,53,0,3,-1.580361461,-1.580361461,-0.7160195623,-1.580361461,-0.7160195623,0.8556250997,-1.580361461,-0.7160195623,0.8556250997,0.7447980014,-1.580361461,-0.7160195623,0.8556250997,0.7447980014,1.0671981247,-1.580361461,-0.7160195623,0.8556250997,0.7447980014,1.0671981247,0.8174449461,-1.580361461,-0.7160195623,0.8556250997,0.7447980014,1.0671981247,0.8174449461,0.1054939549,-1.580361461,-0.7160195623,0.8556250997,0.7447980014,1.0671981247,0.8174449461,0.1054939549,0.2513560861,-1.580361461,-0.7160195623,0.8556250997,0.7447980014,1.0671981247,0.8174449461,0.1054939549,0.2513560861,-0.0471759067,0,1,0,1,1,0,1
INFO ASKCONFIRM,7,0,2,,0,-1,,1,,,19.3333333333,0,1,1,0,0,1,1,0,1,0,119,119,0,62,241,31,2,1,4,4,,,,4,4,s,31,4,Der Komfortdienst Anruferinnerung per S_ M_ S_ ist derzeit ausgeschaltet. Bevor ich Sie gleich um Bestätigung bitte noch ein Hinweis. Die Anruferinnerung per S_ M_ S_ erhält ein Anrufer der vergeblich versucht hat Sie zu erreichen. Er bekommt die Anruferinnerung automatisch sobald Sie wieder mit Ihrem Handy erreichbar sind. Nun bitte ich Sie um eine Bestätigung. Sie möchten also die Anruferinnerung per S_ M_ S_ aktivieren.,,241,66,66,0,4,-2.0395367682,-2.0395367682,-0.8139120604,-2.0395367682,-0.8139120604,0.5957069685,-2.0395367682,-0.8139120604,0.5957069685,1.0344928345,-2.0395367682,-0.8139120604,0.5957069685,1.0344928345,0.8616157099,-2.0395367682,-0.8139120604,0.5957069685,1.0344928345,0.8616157099,0.7714898515,-2.0395367682,-0.8139120604,0.5957069685,1.0344928345,0.8616157099,0.7714898515,0.0652013243,-2.0395367682,-0.8139120604,0.5957069685,1.0344928345,0.8616157099,0.7714898515,0.0652013243,0.0397393573,-2.0395367682,-0.8139120604,0.5957069685,1.0344928345,0.8616157099,0.7714898515,0.0652013243,0.0397393573,-0.0617734569,1,0,0,1,0,0,0
ASKFORINFO NAV,10,0,2,,0,-1,,1,,,13.6,0,1,2,0,0,1,2,0,1,0,134,134,0,75,241,4,,,4,,,,,4,,s,71,4,#NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,241,15,15,0,4,-0.2043245549,-0.2043245549,0.4182043892,-0.2043245549,0.4182043892,1.3841924613,-0.2043245549,0.4182043892,1.3841924613,0.5255909832,-0.2043245549,0.4182043892,1.3841924613,0.5255909832,0.928742517,-0.2043245549,0.4182043892,1.3841924613,0.5255909832,0.928742517,0.4280439736,-0.2043245549,0.4182043892,1.3841924613,0.5255909832,0.928742517,0.4280439736,0.1589979454,-0.2043245549,0.4182043892,1.3841924613,0.5255909832,0.928742517,0.4280439736,0.1589979454,0.6913191074,-0.2043245549,0.4182043892,1.3841924613,0.5255909832,0.928742517,0.4280439736,0.1589979454,0.6913191074,0.1665516825,0,1,0,1,1,0,0
ASKFORINFO,4,0,2,,0,-1,,1,,,11.1428571429,0,1,3,0,0,1,2,0,1,0,150,150,0,88,241,8,,,4,,,,,4,,s,80,4,Sie haben folgende Möglichkeiten: Sie können die Einstellung ändern oder Informationen anhören. Was möchten Sie tun?,,241,16,16,0,4,-0.3777069575,-0.3777069575,0.372556986,-0.3777069575,0.372556986,1.2869507875,-0.3777069575,0.372556986,1.2869507875,0.6319901199,-0.3777069575,0.372556986,1.2869507875,0.6319901199,0.8579519951,-0.3777069575,0.372556986,1.2869507875,0.6319901199,0.8579519951,0.4106718671,-0.3777069575,0.372556986,1.2869507875,0.6319901199,0.8579519951,0.4106718671,0.1393345599,-0.3777069575,0.372556986,1.2869507875,0.6319901199,0.8579519951,0.4106718671,0.1393345599,0.6084422365,-0.3777069575,0.372556986,1.2869507875,0.6319901199,0.8579519951,0.4106718671,0.1393345599,0.6084422365,-0.0139510422,0,1,0,1,0,0,0
INFO ASKCONFIRM,7,0,2,,0,-1,,1,,,11.6666666667,0,2,3,0,0,2,2,0,1,0,209,209,0,116,241,26,,,4,,,,,4,,s,90,4,Bevor ich Sie gleich um Bestätigung bitte noch ein Hinweis. Die Anruferinnerung per S_ M_ S_ erhält ein Anrufer der vergeblich versucht hat Sie zu erreichen. Er bekommt die Anruferinnerung automatisch sobald Sie wieder mit Ihrem Handy erreichbar sind. Nun bitte ich Sie um eine Bestätigung. Sie möchten also die Anruferinnerung per S_ M_ S_ aktivieren. Ist das richtig?,,241,59,59,0,4,-1.7708344238,-1.7708344238,-0.3610759097,-1.7708344238,-0.3610759097,0.6301103193,-1.7708344238,-0.3610759097,0.6301103193,1.1700855877,-1.7708344238,-0.3610759097,0.6301103193,1.1700855877,0.627016302,-1.7708344238,-0.3610759097,0.6301103193,1.1700855877,0.627016302,0.5506404869,-1.7708344238,-0.3610759097,0.6301103193,1.1700855877,0.627016302,0.5506404869,0.0573549314,-1.7708344238,-0.3610759097,0.6301103193,1.1700855877,0.627016302,0.5506404869,0.0573549314,0.0724203033,-1.7708344238,-0.3610759097,0.6301103193,1.1700855877,0.627016302,0.5506404869,0.0573549314,0.0724203033,0.0336981532,1,0,0,1,0,0,0
,0,0,2,,0,-1,,1,,,12,0,2,3,0,0,2,2,0,1,0,269,269,0,145,241,26,,,4,,,,,4,,s,119,4,Gut. Vertragstarife. Für jeden das Richtige. Ganz gleich ob Sie in alle oder nur in bestimmte Netze Flat telefonieren oder Highspeed surfen möchten mit den neuen MaxFlat- und Relaxtarifen wählen Sie Ihr passendes Angebot. Und für alle die noch mehr inklusive haben möchten sind die KombiFlat- und die KombiRelaxtarife die richtige Wahl. Wünschen Sie zu diesem Thema noch zusätzliche Informationen?,,241,60,60,0,4,-1.8046959669,-1.8046959669,-0.2310895265,-1.8046959669,-0.2310895265,0.5700440735,-1.8046959669,-0.2310895265,0.5700440735,1.297446899,-1.8046959669,-0.2310895265,0.5700440735,1.297446899,0.4887084641,-1.8046959669,-0.2310895265,0.5700440735,1.297446899,0.4887084641,0.4610797221,-1.8046959669,-0.2310895265,0.5700440735,1.297446899,0.4887084641,0.4610797221,0.0432597005,-1.8046959669,-0.2310895265,0.5700440735,1.297446899,0.4887084641,0.4610797221,0.0432597005,0.0249798826,-1.8046959669,-0.2310895265,0.5700440735,1.297446899,0.4887084641,0.4610797221,0.0432597005,0.0249798826,0.0552496686,0,0,0,0,0,0,0
INFO ASKFORINFO NAV,14,0,2,,0,-1,,1,,,11.3076923077,0,2,4,0,0,3,3,0,1,0,299,299,0,161,241,13,,,4,,,,,4,,s,148,4,Sie können auch gleich hier in einen dieser Tarife wechseln. Sagen Sie dazu einfach buchen. #NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,241,30,30,0,4,-0.8376702959,-0.8376702959,0.4630301861,-0.8376702959,0.4630301861,0.9707852086,-0.8376702959,0.4630301861,0.9707852086,1.0669566714,-0.8376702959,0.4630301861,0.9707852086,1.0669566714,0.4830259877,-0.8376702959,0.4630301861,0.9707852086,1.0669566714,0.4830259877,0.2475197432,-0.8376702959,0.4630301861,0.9707852086,1.0669566714,0.4830259877,0.2475197432,0.0849023674,-0.8376702959,0.4630301861,0.9707852086,1.0669566714,0.4830259877,0.2475197432,0.0849023674,0.3538935976,-0.8376702959,0.4630301861,0.9707852086,1.0669566714,0.4830259877,0.2475197432,0.0849023674,0.3538935976,0.0434375517,0,1,0,1,1,0,0
SORRY ASKFORINFO,12,0,2,,0,-1,,1,,,10.4,0,2,5,0,0,3,3,1,1,0,317,317,0,173,241,7,,,4,,,,,4,,s,166,4,Entschuldigung ich konnte Sie leider nicht verstehen. Am besten nennen Sie mir ein Stichwort oder einen kurzen Satz.,,241,18,18,0,4,-0.4244012179,-0.4244012179,0.7873815231,-0.4244012179,0.7873815231,1.1341367011,-0.4244012179,0.7873815231,1.1341367011,0.9890889061,-0.4244012179,0.7873815231,1.1341367011,0.9890889061,0.4559243933,-0.4244012179,0.7873815231,1.1341367011,0.9890889061,0.4559243933,0.13998674,-0.4244012179,0.7873815231,1.1341367011,0.9890889061,0.4559243933,0.13998674,0.1015239693,-0.4244012179,0.7873815231,1.1341367011,0.9890889061,0.4559243933,0.13998674,0.1015239693,0.489065892,-0.4244012179,0.7873815231,1.1341367011,0.9890889061,0.4559243933,0.13998674,0.1015239693,0.489065892,0.0790604078,0,1,0,1,0,1,0
SORRY,9,0,2,,0,-1,,1,,,10.5882352941,0,2,5,0,0,3,3,2,1,0,356,356,0,203,241,22,,,4,,,,,4,,s,181,4,Es tut mir Leid ich kann Ihr Anliegen immer noch nicht zuordnen. Bitte sagen Sie entweder einen Satz zum Beispiel: Ich möchte Informationen über die Tarife. Oder ein Stichwort zum Beispiel: Übersicht Information Bedienungshinweise Änderungen oder sagen Sie Kundenberater.,,241,39,39,0,4,-1.3461372388,-1.3461372388,0.3550086458,-1.3461372388,0.3550086458,0.6805228775,-1.3461372388,0.3550086458,0.6805228775,1.3931819087,-1.3461372388,0.3550086458,0.6805228775,1.3931819087,0.2537113735,-1.3461372388,0.3550086458,0.6805228775,1.3931819087,0.2537113735,0.1888324375,-1.3461372388,0.3550086458,0.6805228775,1.3931819087,0.2537113735,0.1888324375,0.0331354901,-1.3461372388,0.3550086458,0.6805228775,1.3931819087,0.2537113735,0.1888324375,0.0331354901,0.1125845232,-1.3461372388,0.3550086458,0.6805228775,1.3931819087,0.2537113735,0.1888324375,0.0331354901,0.1125845232,-0.2124060333,0,0,0,0,0,1,0
ASKFORINFO,4,0,2,,0,-1,,1,,,10,0,2,6,0,0,3,3,2,1,0,372,372,0,216,241,8,,,4,,,,,4,,s,208,4,Sie haben folgende Möglichkeiten: Sie können die Einstellung ändern oder Informationen anhören. Was möchten Sie tun?,,241,16,16,0,4,-0.4547929493,-0.4547929493,0.9899807025,-0.4547929493,0.9899807025,1.0533482734,-0.4547929493,0.9899807025,1.0533482734,1.1725709612,-0.4547929493,0.9899807025,1.0533482734,1.1725709612,0.2539444996,-0.4547929493,0.9899807025,1.0533482734,1.1725709612,0.2539444996,0.0015369362,-0.4547929493,0.9899807025,1.0533482734,1.1725709612,0.2539444996,0.0015369362,0.0780494547,-0.4547929493,0.9899807025,1.0533482734,1.1725709612,0.2539444996,0.0015369362,0.0780494547,0.4228165492,-0.4547929493,0.9899807025,1.0533482734,1.1725709612,0.2539444996,0.0015369362,0.0780494547,0.4228165492,-0.0173187828,0,1,0,1,0,0,0
INFO ASKCONFIRM,7,0,2,,0,-1,,1,,,10.4285714286,0,3,6,0,0,4,3,2,1,0,431,431,0,246,241,26,1,0,2,2,2,,2,2,2,s,220,4,Bevor ich Sie gleich um Bestätigung bitte noch ein Hinweis. Die Anruferinnerung per S_ M_ S_ erhält ein Anrufer der vergeblich versucht hat Sie zu erreichen. Er bekommt die Anruferinnerung automatisch sobald Sie wieder mit Ihrem Handy erreichbar sind. Nun bitte ich Sie um eine Bestätigung. Sie möchten also die Anruferinnerung per S_ M_ S_ aktivieren. Ist das richtig?,,241,59,59,0,2,-1.8491248842,-1.8491248842,0.2659950523,-1.8491248842,0.2659950523,0.3928577659,-1.8491248842,0.2659950523,0.3928577659,1.7191130046,-1.8491248842,0.2659950523,0.3928577659,1.7191130046,0.0135711894,-1.8491248842,0.2659950523,0.3928577659,1.7191130046,0.0135711894,0.1351128228,-1.8491248842,0.2659950523,0.3928577659,1.7191130046,0.0135711894,0.1351128228,-0.0048877536,-1.8491248842,0.2659950523,0.3928577659,1.7191130046,0.0135711894,0.1351128228,-0.0048877536,-0.1161057854,-1.8491248842,0.2659950523,0.3928577659,1.7191130046,0.0135711894,0.1351128228,-0.0048877536,-0.1161057854,0.0302777917,1,0,0,1,0,0,0
ASKFORINFO NAV,10,0,2,,0,-1,,1,,,9.8695652174,0,3,7,0,0,4,4,2,1,0,446,446,0,258,241,6,,,2,,,,,2,,s,252,4,#NS Sie befinden sich nun wieder am Start. Was kann ich noch für Sie tun?,,241,15,15,0,2,-0.389111738,-0.389111738,1.251699448,-0.389111738,1.251699448,1.0170259958,-0.389111738,1.251699448,1.0170259958,1.3217578701,-0.389111738,1.251699448,1.0170259958,1.3217578701,0.0612087403,-0.389111738,1.251699448,1.0170259958,1.3217578701,0.0612087403,-0.1463677269,-0.389111738,1.251699448,1.0170259958,1.3217578701,0.0612087403,-0.1463677269,0.0647650002,-0.389111738,1.251699448,1.0170259958,1.3217578701,0.0612087403,-0.1463677269,0.0647650002,0.396612552,-0.389111738,1.251699448,1.0170259958,1.3217578701,0.0612087403,-0.1463677269,0.0647650002,0.396612552,0.0604992621,0,1,0,1,1,0,0
ASKFORINFO,4,0,2,,0,-1,,1,,,9.4,0,3,8,0,0,4,4,2,1,0,451,451,0,266,241,3,1,0,3,3,3,,3,3,3,s,263,4,Bitte treffen Sie Ihre Wahl.,,241,5,5,0,3,-0.1180946753,-0.1180946753,1.4631170723,-0.1180946753,1.4631170723,1.1236144078,-0.1180946753,1.4631170723,1.1236144078,1.2717267052,-0.1180946753,1.4631170723,1.1236144078,1.2717267052,0.0440698851,-0.1180946753,1.4631170723,1.1236144078,1.2717267052,0.0440698851,-0.2190624336,-0.1180946753,1.4631170723,1.1236144078,1.2717267052,0.0440698851,-0.2190624336,0.0729595186,-0.1180946753,1.4631170723,1.1236144078,1.2717267052,0.0440698851,-0.2190624336,0.0729595186,0.4828367015,-0.1180946753,1.4631170723,1.1236144078,1.2717267052,0.0440698851,-0.2190624336,0.0729595186,0.4828367015,-0.0110000074,0,1,0,1,0,0,0
,0,1,2,,0,-1,,1,,,9.962962963,0,3,8,0,0,4,4,2,1,0,459,451,8,29,241,4,,,3,,,,,,,u,25,4,,Die Funktion Anruferinnerung per S_ M_ S_ aktivieren.,241,8,0,8,3,1.5321316847,1.5321316847,-0.6864299527,1.5321316847,-0.6864299527,1.3607067202,1.5321316847,-0.6864299527,1.3607067202,0.651189705,1.5321316847,-0.6864299527,1.3607067202,0.651189705,1.5086128421,1.5321316847,-0.6864299527,1.3607067202,0.651189705,1.5086128421,-0.0054691911,1.5321316847,-0.6864299527,1.3607067202,0.651189705,1.5086128421,-0.0054691911,-2.9423799307,1.5321316847,-0.6864299527,1.3607067202,0.651189705,1.5086128421,-0.0054691911,-2.9423799307,-0.6876412244,1.5321316847,-0.6864299527,1.3607067202,0.651189705,1.5086128421,-0.0054691911,-2.9423799307,-0.6876412244,-0.0048145936,0,0,0,0,0,0,0
ASKCONFIRM,16,3,2,,0,-1,,1,,,9.7142857143,1,4,8,0,0,4,4,2,1,1,469,454,15,65,241,3,,,4,,,,,4,,s u,62,4,Ist das richtig?,Ja die mö die möchte ich aktivieren.,241,10,3,7,4,2.1152087831,2.1152087831,-0.4908716803,2.1152087831,-0.4908716803,0.6601108787,2.1152087831,-0.4908716803,0.6601108787,0.9613538903,2.1152087831,-0.4908716803,0.6601108787,0.9613538903,-0.1100314333,2.1152087831,-0.4908716803,0.6601108787,0.9613538903,-0.1100314333,2.2572714967,2.1152087831,-0.4908716803,0.6601108787,0.9613538903,-0.1100314333,2.2572714967,-2.7875065258,2.1152087831,-0.4908716803,0.6601108787,0.9613538903,-0.1100314333,2.2572714967,-2.7875065258,-0.2429505452,2.1152087831,-0.4908716803,0.6601108787,0.9613538903,-0.1100314333,2.2572714967,-2.7875065258,-0.2429505452,0.0350203481,1,0,0,0,0,0,0
,0,1,2,andern,76,20,82,1,76,20,9.4827586207,0,4,8,0,0,4,4,2,1,1,474,454,20,78,241,3,,,4,,,,,4,,u,75,4,,Anruferinnerung per S_ M_ S_.,241,5,0,5,4,3.5213471197,3.5213471197,-2.9979319549,3.5213471197,-2.9979319549,-0.8800335058,3.5213471197,-2.9979319549,-0.8800335058,2.9241998669,3.5213471197,-2.9979319549,-0.8800335058,2.9241998669,1.1899101843,3.5213471197,-2.9979319549,-0.8800335058,2.9241998669,1.1899101843,-1.8053446933,3.5213471197,-2.9979319549,-0.8800335058,2.9241998669,1.1899101843,-1.8053446933,0.3188296799,3.5213471197,-2.9979319549,-0.8800335058,2.9241998669,1.1899101843,-1.8053446933,0.3188296799,1.4744567486,3.5213471197,-2.9979319549,-0.8800335058,2.9241998669,1.1899101843,-1.8053446933,0.3188296799,1.4744567486,0.0011033019,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,76,20,9.2,0,4,8,0,0,4,4,2,1,1,475,454,21,89,241,1,,,4,,,,,4,,u,88,4,,Ändern.,241,1,0,1,4,0.3279131223,0.3279131223,0.579153656,0.3279131223,0.579153656,1.4887157881,0.3279131223,0.579153656,1.4887157881,0.5256146516,0.3279131223,0.579153656,1.4887157881,0.5256146516,0.9332114198,0.3279131223,0.579153656,1.4887157881,0.5256146516,0.9332114198,0.2538094758,0.3279131223,0.579153656,1.4887157881,0.5256146516,0.9332114198,0.2538094758,-0.2254482884,0.3279131223,0.579153656,1.4887157881,0.5256146516,0.9332114198,0.2538094758,-0.2254482884,0.6049602353,0.3279131223,0.579153656,1.4887157881,0.5256146516,0.9332114198,0.2538094758,-0.2254482884,0.6049602353,0.0035896081,0,0,0,0,0,0,0
,0,3,2,,0,-1,,1,76,20,8.9677419355,0,4,8,0,0,4,4,2,1,1,478,454,24,118,241,2,,,4,,,,,4,,u,116,4,,Das ist richtig.,241,3,0,3,4,0.6388597352,0.6388597352,0.4366177969,0.6388597352,0.4366177969,1.3655595859,0.6388597352,0.4366177969,1.3655595859,0.7580324632,0.6388597352,0.4366177969,1.3655595859,0.7580324632,0.8795873877,0.6388597352,0.4366177969,1.3655595859,0.7580324632,0.8795873877,0.0329920383,0.6388597352,0.4366177969,1.3655595859,0.7580324632,0.8795873877,0.0329920383,-1.024279662,0.6388597352,0.4366177969,1.3655595859,0.7580324632,0.8795873877,0.0329920383,-1.024279662,0.166634856,0.6388597352,0.4366177969,1.3655595859,0.7580324632,0.8795873877,0.0329920383,-1.024279662,0.166634856,-0.0072568902,0,0,0,0,0,0,0
,0,3,2,,0,-1,,1,76,20,8.71875,0,4,8,0,0,4,4,2,1,1,479,454,25,146,241,1,,,4,,,,,4,,u,145,4,,Nein.,241,1,0,1,4,0.2935857666,0.2935857666,0.8541001547,0.2935857666,0.8541001547,1.3846896685,0.2935857666,0.8541001547,1.3846896685,0.7663420575,0.2935857666,0.8541001547,1.3846896685,0.7663420575,0.664239332,0.2935857666,0.8541001547,1.3846896685,0.7663420575,0.664239332,0.0716165769,0.2935857666,0.8541001547,1.3846896685,0.7663420575,0.664239332,0.0716165769,-0.2527393118,0.2935857666,0.8541001547,1.3846896685,0.7663420575,0.664239332,0.0716165769,-0.2527393118,0.5222987964,0.2935857666,0.8541001547,1.3846896685,0.7663420575,0.664239332,0.0716165769,-0.2527393118,0.5222987964,0.0020899111,0,0,0,0,0,0,0
,0,1,2,,0,-1,,1,76,20,8.5454545455,0,4,8,0,0,4,4,2,1,1,489,454,35,164,241,3,,,4,,,,,4,,u,161,4,,Was ist mit der Funktion Anruferinnerung per S_ M_ S_?,241,10,0,10,4,1.853819765,1.853819765,-0.2684338856,1.853819765,-0.2684338856,1.0772863071,1.853819765,-0.2684338856,1.0772863071,1.3079708106,1.853819765,-0.2684338856,1.0772863071,1.3079708106,0.9587869132,1.853819765,-0.2684338856,1.0772863071,1.3079708106,0.9587869132,-0.5756248892,1.853819765,-0.2684338856,1.0772863071,1.3079708106,0.9587869132,-0.5756248892,-3.7853486357,1.853819765,-0.2684338856,1.0772863071,1.3079708106,0.9587869132,-0.5756248892,-3.7853486357,-1.2503680454,1.853819765,-0.2684338856,1.0772863071,1.3079708106,0.9587869132,-0.5756248892,-3.7853486357,-1.2503680454,0.0827876018,0,0,0,0,0,0,0
